"Section","Unit","Designation","Phone","Email"
"Ranges","Northern Range – Belagavi","PI Hubballi Rural PS","2233214 / 9480804350","hubliruraldwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Hubballi Rural PS","2233214 / —",""
"Ranges","Northern Range – Belagavi","CPI Kundagol Circle","290343 / 9480804352","kundagoldwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Kundagol PS","290343 / —","kundagoldwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Gudageri PS","262100 / —","gudageridwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Kalagatagi","284511 / 9480804351","kalaghatagidwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Kalagatagi","284511 / —",""
"Ranges","Northern Range – Belagavi","OP Mishrikoti","283633 / —",""
"Ranges","Northern Range – Belagavi","AAO Dharwad","2233205 / —",""
"Ranges","Northern Range – Belagavi","DSP KLA","2793999 / —",""
"Ranges","Northern Range – Belagavi","DSP DCRB","2233203 / 9480804309","dcrbdwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","DSP DAR","2233204 / 9480804306",""
"Ranges","Northern Range – Belagavi","DSP CID","0836-2778334 / 9480800624",""
"Ranges","Northern Range – Belagavi","DSP ISD","0836-2774934 / —",""
"Ranges","Northern Range – Belagavi","RPI DAR","2233204 / —",""
"Ranges","Northern Range – Belagavi","RPI MTO","2233204 / —","mtodardwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI DSB","2233207 / 9480804307",""
"Ranges","Northern Range – Belagavi","PI DCIB","2444969 / —","dcibdwd@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI FPB","— / 9480804310",""
"Ranges","Northern Range – Belagavi","PI INT DWD (Office at Hubballi)","2271302 / 9449878612",""
"Ranges","Northern Range – Belagavi","Home Guard","2442496 / —",""
"Ranges","Northern Range – Belagavi","DC","2233888 / —",""
"Ranges","Northern Range – Belagavi","AC","2233860 / —",""
"Ranges","Northern Range – Belagavi","CEO Z/P Dharwad","2447542 / —",""
"Ranges","Northern Range – Belagavi","SP Central Prison","2447428 / —",""
"Ranges","Northern Range – Belagavi","Police Guest House","2233209 / —",""
"Ranges","Northern Range – Belagavi","High Court","2485265 / —",""
"Ranges","Northern Range – Belagavi","Social Welfare","2447201 / —",""
"Ranges","Northern Range – Belagavi","KPTCL","2467001 / —",""
"Ranges","Northern Range – Belagavi","Govt. Hospital","2448111 / —",""
"Ranges","Northern Range – Belagavi","Excise","2322066 / —",""
"Ranges","Northern Range – Belagavi","RTO","2233392 / 2233929 / —",""
"Ranges","Northern Range – Belagavi","Fire Station","2794555 / —",""
"Ranges","Northern Range – Belagavi","Railway Station","2326859 / 2441109 / —",""
"Ranges","Northern Range – Belagavi","District Treasury","2447483 / —",""
"Ranges","Northern Range – Belagavi","DHO","2745063 / —",""
"Ranges","Northern Range – Belagavi","Guest House","2447735 / —",""
"Ranges","Northern Range – Belagavi","SP, Gadag","08372-236260 / 08372-230270 / RES-235066 / 9480804401","spgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","Addl. SP, Gadag","233260 / 9480804409","addlspgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","District Control Room","220509 / 238305 / 9480804400","dcgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI (W)","238300 / 9480800954",""
"Ranges","Northern Range – Belagavi","DSP, Gadag","238704 / 9480804420","sdpogadaggdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Women PS","276133 / 9480804447","womengdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Cyber Crime PS","251845 / 9480804445","cengdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Gadag Town PS","235233 / 9480804430","towngdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Gadag Town PS","238333 / —",""
"Ranges","Northern Range – Belagavi","PI Gadag Rural PS","278703 / 9480804431","cpiruralgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-1 Gadag Rural PS","278213 / —","ruralgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Gadag Rural PS","278213 / —",""
"Ranges","Northern Range – Belagavi","PI Mulagund PS","280133 / 9480804448","mulagundgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","CPI Betageri Circle","235655 / 9480804432","cpibetagerigdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-1 Betageri PS","246333 / 9480804449","betagerigdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Betageri PS","246333 / —",""
"Ranges","Northern Range – Belagavi","PSI-1 Betageri Extension PS","237019 / 9480804450","betageriextngdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Betageri Extension PS","237019 / —",""
"Ranges","Northern Range – Belagavi","PSI-1 Gadag Betageri Traffic PS","238425 / 9480804446","trafficgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Gadag Betageri Traffic PS","238425 / —",""
"Ranges","Northern Range – Belagavi","CPI Shirahatti Circle","242434 / 9480804433","cpishirahattigdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Shirahatti PS","242233 / 9480804451","shirahattigdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-1 Laxmeshwar PS","272333 / 9480804452","laxmeshwargdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Laxmeshwar PS","272333 / —",""
"Ranges","Northern Range – Belagavi","DSP, Naragund","08377-245388 / 9480804408","sdponaragundgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Naragund PS","245288 / 9480804456","naragundgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-1 Naragund PS","245288 / —",""
"Ranges","Northern Range – Belagavi","PSI-2 Naragund PS","245288 / —",""
"Ranges","Northern Range – Belagavi","CPI Ron Circle","267244 / 9480804434","cpirongdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Ron PS","267233 / 9480804457","rongdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-1 Gajendragad PS","262133 / 9480804453","gajendragadgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI-2 Gajendragad PS","262133 / —",""
"Ranges","Northern Range – Belagavi","PSI Naregal PS","268233 / 9480804454","naregalgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI Mundargi PS","262233 / 9480804455","mundaragigdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PSI Mundargi PS","262233 / —",""
"Ranges","Northern Range – Belagavi","AAO","239033 / —",""
"Ranges","Northern Range – Belagavi","DSP DCRB","—","dspdcrbgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","DSP KLA","220007 / —",""
"Ranges","Northern Range – Belagavi","PI Int","245044 / 9449878613",""
"Ranges","Northern Range – Belagavi","DCRB Gadag","— / 9480806037","mvccgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI KLA","236164 / —",""
"Ranges","Northern Range – Belagavi","PI DSB","220117 / 9480804407","dsbgdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","PI DCIB","—",""
"Ranges","Northern Range – Belagavi","PI ACB","232566 / —",""
"Ranges","Northern Range – Belagavi","PI FPB","233260 / 9480804410","fpugdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","DSP DAR","— / 9480804406","dargdg@ksp.gov.in"
"Ranges","Northern Range – Belagavi","RPI DAR-1","08372-297268 / —",""
"Ranges","Northern Range – Belagavi","RPI DAR-2","08372-297268 / —",""
"Ranges","Northern Range – Belagavi","Railway","08372-278744 / 9480802128","gadagrly@ksp.gov.in"
"Ranges","Northern Range – Belagavi","Computer Section","08372-234669 / —",""
"Ranges","Northern Range – Belagavi","Balehosur OP","08487-271285 / —",""
"Ranges","Northern Range – Belagavi","Sub-Jail","246341 / 9480806486","dpgadag.prisons-kar@ka.gov.in"
"Ranges","Northern Range – Belagavi","Home Guard","220203 / 9448355704","hgofficegadag330@gmail.com"
"Ranges","Northern Range – Belagavi","Holealur OP","08381-266133 / —",""
"Ranges","Northern Range – Belagavi","Konnur OP","08377-266233 / —",""
"Ranges","Northern Range – Belagavi","DC","237300 / —","deo.gadag@gmail.com"
"Ranges","Northern Range – Belagavi","CEO","234375 / 9480865000","ceo-gadag@gov.in"
"Ranges","Northern Range – Belagavi","AC","278506 / 8147169363","acgadag@gmail.com"
"Ranges","Northern Range – Belagavi","RTO","297219 / 9449864026","rtogdg-ka@nic.in"
"Ranges","Northern Range – Belagavi","Tahasildar Gadag","278532 / 7829895434","tahgdg@gmail.com"
"Ranges","Southern Range – Mysuru","IGP, Southern Range","0821-2421200, 2445168, RES-2522201, 2418700 / 9480800031","igpsr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DySP HQ, IGP Office","2418602 / 9480805019",""
"Ranges","Southern Range – Mysuru","DySP D.E, IGP Office","2418702 / 9480805018",""
"Ranges","Southern Range – Mysuru","DySP FPB, IGP Office","2444545 / 9480800488",""
"Ranges","Southern Range – Mysuru","SP, DCRE, Southern Range","0821-2344970, 2344912 / 9480806107","sp.dcre.mys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","SP, Mysuru","2520040 / 2418607 / 2444268 / 9480805001","spmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-1, Mysuru","2446638 / 9480805002","addlspmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-2, Mysuru","2446932 / 9480805009","addlsp2mys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Dist. Control Room","2418612 / 2443535 / 9480805000","dcmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP(W) South Zone","2418572 / 9480800912","dspwszmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI(W)","2444800 / 9480800936","piwdcrmys@gmail.com"
"Ranges","Southern Range – Mysuru","DSP, Mysuru Rural","2436600 / 2418714 / 9480805020","sdporuralmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Women PS","2441552 / 9480805061","womenpsmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Cyber Crime PS","2483637 / 9480805008","cenpsmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Mysuru South PS","2444955 / 9480805045","southmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI K.R.Nagar PS","262222 / 9480805036","krnagarmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI K.R.Nagar PS","263666 / —",""
"Ranges","Southern Range – Mysuru","PI Saligrama PS","283341 / 9480805062","saligramamys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Mysuru Rural","2520260 / 2418615 / 9480805031","cpiruralmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Jayapura","2595781 / 9480805047","jayapuramys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Yelawala","2402222 / 9480805046","yelawalamys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Varuna","2594411 / 9480805052","varunamys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP Hunsur","252044 / 9480805022","sdpohunsurmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Hunsur Town PS","252133 / 9480805034","hunsurtownmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Hunsur Rural PS","252042 / 9480805056","hunsurruralmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Bilikere PS","240002 / 9480805057","bilikeremys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Bylakuppa Circle","274172 / 9480805035","cpibyalakuppemys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bylakuppa PS","254433 / 9480805059","byalakuppemys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bettadapura PS","275700 / 9480805060","bettadapuramys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Periyapatna PS","273100 / 9480805058","periyapatnamys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Sargur Circle","257542 / 9480805037","cpisargurmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Sargur PS","265542 / 9480805064","sargurmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Antharasanthe PS","268333 / 9480805065","antharasanthemys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI H.D.Kote PS","255329 / 9480805063","hdkotemys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Nanjangudu","226249 / 9480805021","sdponanjangudmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Nanjangudu Town PS","228383 / 9480805048","nanjangudtownmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Nanjangudu Traffic PS","226633 / 9480805055","nanjangudtrafficps@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Nanjangudu Rural PS","226259 / 9480805049","nanjangudruralmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Biligere","226226 / 9480805032","biligeremys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Biligere","232255 / 9480805051",""
"Ranges","Southern Range – Mysuru","PSI-1 Hullahalli PS","220111 / 9480805066","hullahallimys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kowlande PS","295621 / 9480805050","kowlandemys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI T.N.Pura PS","260990 / 9480805033",""
"Ranges","Southern Range – Mysuru","PSI-1 T.N.Pura PS","261227 / —","tnpuramys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Bannur PS","275632 / 9480805053","bannurmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bannur PS","275632 / —",""
"Ranges","Southern Range – Mysuru","PI Talakadu PS","273369 / 9480805054","talakadumys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","AAO","2441551 / —","aaomys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP ISD","2474450 / 9480800614",""
"Ranges","Southern Range – Mysuru","PI ISD","2474450 / 9480800691",""
"Ranges","Southern Range – Mysuru","PI DSB","2529710 / 9480805007","pidsbmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","RPI DAR","2473058 / 9480805006","darmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP FPB","2444545 / 9480800488",""
"Ranges","Southern Range – Mysuru","PI FPB","— / 9480805010","fpbmyc@ksp.gov.in"
"Ranges","Southern Range – Mysuru","FSL","2522250 / —","rfslmys@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Prison","2492089 / —",""
"Ranges","Southern Range – Mysuru","PTS","2418732 / —","ptsmyc@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Home Guard","2542877 / —",""
"Ranges","Southern Range – Mysuru","SP, Hassan","268410 / 268845 / 9480804701","sphsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-1, Hassan","265076 / 268057 / 9480804702","addlsphsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-2, Hassan","268007 / 9480804710",""
"Ranges","Southern Range – Mysuru","Dist. Control Room","268845 / 265000 / 268500 / 9480804787 / 9480804700","dchsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI(W)","268845 / 9480800940",""
"Ranges","Southern Range – Mysuru","ERSS","268422 / —",""
"Ranges","Southern Range – Mysuru","DSP, Hassan","268964 / 9480804720","sdpohsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Women PS","261000 / 9480804772","womenpshsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Cyber Crime PS","251666 / 9480804708","dcbhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Hassan City PS","268333 / 9480804745","townhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Hassan City PS","268333 / 9480804778",""
"Ranges","Southern Range – Mysuru","PI Hassan (R) PS","268630 / 9480804746","ruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Hassan (R) PS","268630 / —",""
"Ranges","Southern Range – Mysuru","PI Hassan Extension PS","268967 / 9480804730","extensionhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Hassan Extension PS","268967 / 9480804747",""
"Ranges","Southern Range – Mysuru","PI Pension Mohalla PS","272260 / 9480804748","pensionmohallahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Pension Mohalla PS","272260 / 9480804741",""
"Ranges","Southern Range – Mysuru","PI Hassan Traffic PS","272846 / 9480804749","traffichsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Hassan Traffic PS","272846 / 9480804773",""
"Ranges","Southern Range – Mysuru","PSI-2 Hassan Traffic PS","272846 / 9480804774",""
"Ranges","Southern Range – Mysuru","CPI Shanthigrama Circle","233980 / 9480804737","cpiruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Shanthigrama PS","— / 9480804783","sgramahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Gorur PS","225475 / 9480804750","gorurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Dudda PS","223935 / 9480804751","duddahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Arasikere","232422 / 9480804721","sdpoarasikerehsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Arasikere Rural Circle","232702 / 9480804731","cpiarasikereruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Gandasi PS","220630 / 9480804755","gandasihsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Javagal PS","271221 / 9480804784","javgalhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Banavara PS","235633 / 9480804756","banavarahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Arasikere Rural PS","232237 / 9480804754","arasikereruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Arasikere (T) PS","232233 / 9480804738","arasikeretownhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Arasikere (T) PS","232233 / 9480804753",""
"Ranges","Southern Range – Mysuru","CPI Halebeedu Circle","222460 / 9480804732","cpibelurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Halebeedu PS","273201 / 9480804758","halebeeduhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Arehalli PS","221342 / 9480804759","arehallyhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Belur PS","222444 / 9480804782","belurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Belur PS","222444 / 9480804757",""
"Ranges","Southern Range – Mysuru","ASP, Holenarasipura","273632 / 9480804722","sdpohnpurahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Holenarasipura Circle","273349 / 9480804735","cpihnpurahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 H.N.Pura (T) PS","273333 / 9480804765","hnpuratownhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI H.N.Pura (R) PS","273308 / 9480804766","hnpuraruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Halli Mysuru PS","260100 / 9480804780",""
"Ranges","Southern Range – Mysuru","CPI Arakalagudu PS","220285 / 9480804734","cpiarkalgudhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Arakalagudu PS","220249 / 9480804763","arkalgudhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Konanur PS","226227 / 9480804764","konanurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Channarayapatna","— / 9480804712",""
"Ranges","Southern Range – Mysuru","PI C.R.Patna (T) PS","252333 / 9480804767","crpatnatownhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI C.R.Patna (T) PS","252333 / 9480804779",""
"Ranges","Southern Range – Mysuru","PSI C.R.Patna Traffic PS","256707 / 9480804775",""
"Ranges","Southern Range – Mysuru","PI C.R.Patna (R) PS","254933 / 9480804768","crpatnaruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI C.R.Patna (R) PS","254933 / 8277959700",""
"Ranges","Southern Range – Mysuru","CPI Hiresave Circle","252237 / 9480804736","cpihirisavehsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Hiresave PS","226888 / 9480804770","hirisavehsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Nuggehalli PS","233033 / 9480804769","nuggehallyhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Shravanabelagola PS","257229 / 9480804771","shravanabelagolahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Sakaleshapura","245505 / 9480804723","sdposakaleshapurahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Sakaleshapura (T) PS","244100 / 9480804760","sakaleshapuratownhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Sakaleshapura (T) PS","244100 / 9480804781",""
"Ranges","Southern Range – Mysuru","CPI Sakaleshapura Circle","244403 / 9480804733","cpisakaleshapurahsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Sakaleshapura (R) PS","245183 / 9480804761","sakaleshapuraruralhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-2 Sakaleshapura (R) PS","245183 / 8277959538",""
"Ranges","Southern Range – Mysuru","PSI Yesalur PS","278212 / 9480804762","yeslurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Alur PS","218231 / 9480804739","alurhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Alur PS","218231 / 9480804752",""
"Ranges","Southern Range – Mysuru","AAO","268000 / —",""
"Ranges","Southern Range – Mysuru","DSP DAR Hassan","270441 / 9480804706","darhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","RPI DAR Hassan","— / 9480804740","darhassan@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI DSB Hassan","260819 / 9480804707","dsbhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI DCRB Hassan","268800 / 9480804709","dcbhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP ACB","266789 / 9480806223",""
"Ranges","Southern Range – Mysuru","DSP INT","262450 / 9449878528",""
"Ranges","Southern Range – Mysuru","PI ISD","— / 9480800686",""
"Ranges","Southern Range – Mysuru","PSI Wireless","— / 9480804777",""
"Ranges","Southern Range – Mysuru","System Admin","— / 9480806039",""
"Ranges","Southern Range – Mysuru","Home Guard","240690 / —",""
"Ranges","Southern Range – Mysuru","Sub-Jail","268621 / —",""
"Ranges","Southern Range – Mysuru","Railway OP Hassan","08172-268617 / 9480802144",""
"Ranges","Southern Range – Mysuru","Railway OP Arasikere","08174-232244 / —",""
"Ranges","Southern Range – Mysuru","SP, Mandya","08232-224500 / 9480804801","spmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-1, Mandya","224311 / 9480804802","addlspmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP-2, Mandya","— / 9480804803","Addlsp2mdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Dist. Control Room","224888 / 224904 / 9480804800","dcmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI(W)","224888 / 9480800938",""
"Ranges","Southern Range – Mysuru","DSP Mandya","221187 / 9480804820","sdpomdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Women PS","297192 / —","womenmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Cyber Crime PS","295633 / 9480804878","cenmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Mandya West PS","224666 / 9480804845","westmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Mandya Town Circle","223132 / 9480804830","cpitownmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Mandya East PS","224777 / 9480804846","eastmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Mandya Central PS","221345 / 9480804873",""
"Ranges","Southern Range – Mysuru","PI Mandya Traffic PS","224648 / 9480804848","trafficmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Keregodu Circle","221107 / 9480804831","cpiruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Keregodu PS","272044 / 9480804851","keragodumdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Shivalli PS","277144 / 9480804849","shivallimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Basaralu PS","276634 / 9480804850","basaralumdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Mandya (R) PS","224200 / 9480804808",""
"Ranges","Southern Range – Mysuru","PSI Mandya (R) PS","224200 / 9480804847","ruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP Nagamangala","285286 / 9480804876","sdponmangalamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Nagamangala Circle","286294 / 9480804837","cpinmangalamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Nagamangala (R) PS","285210 / 9480804877","nmangalaruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bellur PS","287535 / 9480804853","bellurmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bindiganavile PS","284240 / 9480804854","bnavilemdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Nagamangala (T) PS","286040 / 9480804852","nmangalamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Nagamangala (T) PS","286040 / —",""
"Ranges","Southern Range – Mysuru","PI K.R.Pet (T) PS","262368 / 9480804833","cpikrpetmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI K.R.Pet (T) PS","262248 / 9480804859","krpettownmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI K.R.Pet (R) PS","262440 / 9480804860","krpetruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI K.R.Pet (R) PS","262440 / —",""
"Ranges","Southern Range – Mysuru","PI Kikkeri PS","265433 / 9480804861","kikkerimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Malavalli","242211 / 9480804822","sdpomalavallimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Malavalli (T) PS","243000 / 9480804862","malavallitownmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Malavalli (T) PS","242244 / —",""
"Ranges","Southern Range – Mysuru","PI Malavalli (R) PS","242233 / 9480804863","malavalliruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Malavalli (R) PS","242233 / —",""
"Ranges","Southern Range – Mysuru","PI K.M.Doddi","245132 / 9480804835","cpikmdoddimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI K.M.Doddi PS","235032 / 9480804867","kmdoddimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Halagur Circle","242555 / 9480804834",""
"Ranges","Southern Range – Mysuru","PSI Halagur PS","295322 / 9480804866","halagurumdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kirugavalu PS","249481 / 9480804864","kiragavalumdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Belakavadi PS","240034 / 9480804865","belakavadimdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Maddur Rural Circle","232150 / 9480804836","cpimaddurmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Besagarahalli PS","278264 / 9480804871","besagarahallimdy@ksp.gov.in"
