AGID,Name,Rank,Email,Mobile,Landline,District,Office,Unit
AGID2390,PSI Mahalingapur PS,PSI,mahalingapur@ksp.gov.in,9480803959,08350-220133,Bagalkote,MAHALINGAPUR PS,L&O
AGID2391,PSI Malamaruthi PS,PSI,,9480804048,2405251,Belagavi City,MALAMARUTHI PS,L&O
AGID2392,PSI Malavalli (R) PS,PSI,,,8231242233,Mandya,MALAVALLI (R) PS,L&O
AGID2393,PSI Malebennuru PS,PSI,malebennurdvg@ksp.gov.in,9480803259,08192-268758,Davanagere,MALEBENNURU PS,L&O
AGID2394,PSI Malkhed PS,PSI,seakmedgbalksp.gov.in,9480803595,08441-280366,Kalaburagi,MALKHED PS,L&O
AGID2395,PSI Mallandur PS,PSI,mallandurckm@ksp.gov.in,9480805171,08262-248222,Chikkamagaluru,MALLANDUR PS,L&O
AGID2396,PSI Mallapur PS,PSI,mallapurukwr@ksp.gov.in,9480805250,08382-2256592,Uttara Kannada,MALLAPUR PS,L&O
AGID2397,PSI Malpe PS,PSI,malpeudp@ksp.gov.in,9480805447,0820-2537999,Udupi,MALPE PS,L&O
AGID2398,PSI Managuli PS,PSI,managulibjp@ksp.gov.in,9480804245,08358-240833,Vijayapura,MANAGULI PS,L&O
AGID2399,PSI Mandya (R) PS,PSI,,9480804847,82322242,Mandya,MANDYA (R) PS,L&O
AGID0226,PSI Mandya Central PS,PSI,,9480804873,8232221345,Mandya,MANDYA CENTRAL PS,CEN
AGID2400,PSI Mandya East PS,PSI,eastmdy@ksp.gov.in,9480804846,8232224777,Mandya,MANDYA EAST PS,L&O
AGID2401,PSI Manki PS,PSI,mankiukwr@ksp.gov.in,9480805263,08387-257886,Uttara Kannada,MANKI PS,L&O
AGID2402,PSI Manna-Ekhelli PS,PSI,mannaekhellbdr@ksp.gov.in,9480803456,08483-276833,Bidar,MANNA-EKHELLI PS,L&O
AGID2403,PSI Mannalli PS,PSI,mannallibdr@ksp.gov.in,8277975088,08482-246133,Bidar,MANNALLI PS,L&O
AGID2404,PSI Mantala PS,PSI,manthalabdr@ksp.gov.in,9480803461,08481-257433,Bidar,MANTALA PS,L&O
AGID2405,PSI Manvi PS,PSI,manvircr@ksp.gov.in,9480803874,08538-220333,Raichur,MANVI PS,L&O
AGID2407,PSI Market PS,PSI,marketbdr@ksp.gov.in,9480803447,08482-226709,Bidar,MARKET PS,L&O
AGID2406,PSI Market PS,PSI,,9480804089,2405242,Belagavi City,MARKET PS,L&O
AGID2408,PSI Market Yard PS,PSI,westrrcr@ksp.gov.in,9480803847,08532-235600,Raichur,MARKET YARD PS,L&O
AGID2409,PSI Maski PS,PSI,maskircr@ksp.gov.in,9480803856,08537-270244,Raichur,MASKI PS,L&O
AGID2410,PSI Mayakonda PS,PSI,mayakondadvg@ksp.gov.in,9480803255,08192-215922,Davanagere,MAYAKONDA PS,L&O
AGID2411,PSI Mehakar PS,PSI,mehakarbdr@ksp.gov.in,,08484-269502,Bidar,MEHAKAR PS,L&O
AGID2412,PSI Melukote PS,PSI,melukotemdy@ksp.gov.in,9480804879,82362998,Mandya,Melukote PS,L&O
AGID2413,PSI Miriyana PS,PSI,miriyangba@ksp.gov.in,9480803589,08475-295444,Kalaburagi,MIRIYANA PS,L&O
AGID2414,PSI Moka PS,PSI,mokablr@ksp.gov.in,9480803050,08392-293228,Ballari,MOKA PS,L&O
AGID2415,PSI Moodabidri PS,PSI,,9480805357,08258-236333,Mangaluru City,MOODABIDRI PS,L&O
AGID2416,PSI Mudalgi PS,PSI,mudalgibgm@ksp.gov.in,9480804068,08332-251333,Belagavi,MUDALGI PS,L&O
AGID2417,PSI Mudbi PS,PSI,mudbibdr@ksp.gov.in,9480803462,08481-259833,Bidar,MUDBI PS,L&O
AGID2418,PSI Muddebihal PS,PSI,muddebihalbjp@ksp.gov.in,9480804264,08356-220333,Vijayapura,MUDDEBIHAL PS,L&O
AGID2419,PSI Mudgal PS,PSI,mudgalrcr@ksp.gov.in,9480803857,08537-280536,Raichur,MUDGAL PS,L&O
AGID2420,PSI Mudhol PS,PSI,mudholbgk@ksp.gov.in,9480803960,08350-280133,Bagalkote,MUDHOL PS,L&O
AGID2421,PSI Mudigere PS,PSI,mudigereckm@ksp.gov.in,9480805150,08263-220333,Chikkamagaluru,MUDIGERE PS,L&O
AGID2422,PSI Mulabagal (R) PS,PSI,mblruralklr@ksp.gov.in,9480802607,08159-244100,Kolar,MULABAGAL (R) PS,L&O
AGID2423,PSI Mulki PS,PSI,,9480805359,2290533,Mangaluru City,MULKI PS,L&O
AGID2424,PSI Mundgod PS,PSI,mundgodukwr@ksp.gov.in,9480805275,08301-222211,Uttara Kannada,MUNDGOD PS,L&O
AGID2425,PSI Munirabad PS,PSI,munirabadkpl@ksp.gov.in,9480803748,08539-270333,Koppal,MUNIRABAD PS,L&O
AGID2426,PSI Murdeshwar PS,PSI,murdeshwarukwr@ksp.gov.in,9480805253,08385-268896,Uttara Kannada,MURDESHWAR PS,L&O
AGID2427,PSI N.R Pura PS,PSI,nrpurackm@ksp.gov.in,9480805157,08266-220129,Chikkamagaluru,N.R PURA PS,L&O
AGID2428,PSI Nagamangala (R) PS,PSI,nmangalaruralmdy@ksp.gov.in,9480804877,823428521,Mandya,NAGAMANGALA (R) PS,L&O
AGID2429,PSI Nagamangala (T) PS,PSI,,,823428604,Mandya,Nagamangala Town PS,L&O
AGID2430,PSI Nangali PS,PSI,nangliklr@ksp.gov.in,9480802653,08159-248126,Kolar,NANGALI PS,L&O
AGID0659,PSI Nanjangudu Traffic PS,PSI,nanjangudtraffieps@ksp.gov.in,9480805055,8221226633,Mysuru,NANJANGUDU TRAFFIC PS,Traffic
AGID2431,PSI Napoklu PS,PSI,napoklumer@ksp.gov.in,9480804948,827223724,Kodagu,NAPOKLU PS,L&O
AGID2432,PSI Narayanpur PS,PSI,narayanapurydr@ksp.gov.in,9480803586,08444-229824,Yadgiri,NARAYANPUR PS,L&O
AGID2433,PSI Naregal PS,PSI,naregaigdggksp.gov.in,9480804454,08381-268233,Gadag,NAREGAL PS,L&O
AGID2434,PSI Narona PS,PSI,naronagba@ksp.gov.in,9480803564,08477-228233,Kalaburagi,NARONA PS,L&O
AGID2435,PSI Navalagund PS,PSI,navalagunddwd@ksp.gov.in,9480804349,0836-2233217,Dharwad,NAVALAGUND PS,L&O
AGID2436,PSI Navanagar PS,PSI,navnagara@ksp.gov.in,9480803964,08354-235323,Bagalkote,NAVANAGAR PS,L&O
AGID2437,PSI Nayakanahatti PS,PSI,nayakanahatticta@ksp.gov.in,9480803158,08195-207408,Chitradurga,NAYAKANAHATTI PS,L&O
AGID2438,PSI Nelogi PS,PSI,newargigba@ksp.gov.in,9480803562,,Kalaburagi,NELOGI PS,L&O
AGID2439,PSI Netajinagar PS,PSI,marketyardrcr@ksp.gov.in,9480803849,08532-240222,Raichur,NETAJINAGAR PS,L&O
AGID2440,PSI Nidagundi PS,PSI,nidagundibjp@ksp.gov.in,9480804263,08426-281434,Vijayapura,NIDAGUNDI PS,L&O
AGID2441,PSI Nimbarga PS,PSI,nimbargagba@ksp.gov.in,9480803565,08477-286733,Kalaburagi,NIMBARGA PS,L&O
AGID2442,PSI Nippani (R) PS,PSI,nippaniruralbgm@ksp.gov.in,9480804088,08338-220213,Belagavi,NIPPANI (R) PS,L&O
AGID2443,PSI Nippani (T) PS,PSI,nippanitownbgm@ksp.gov.in,9480804058,08338-220033,Belagavi,NIPPANI (T) PS,L&O
AGID0660,PSI North Traffic PS,PSI,trafficnorthdvg@ksp.gov.in,9480803271,08192-234865,Davanagere,NORTH TRAFFIC PS,Traffic
AGID2444,PSI Nuggehalli PS,PSI,nuggehallyhsn@ksp.gov.in,9480804769,8176233033,Hassan,NUGGEHALLI PS,L&O
AGID2445,PSI Oorgaum PS,PSI,oorgaumkgf@ksp.gov.in,9480802747,260283,KGF,OORGAUM PS,L&O
AGID2446,PSI P.D.Halli PS,PSI,pdhalliblr@ksp.gov.in,9480803052,,Ballari,P.D.HALLI PS,L&O
AGID2447,PSI Padubidri PS,PSI,padubidriudp@ksp.gov.in,9480805450,0820-2555452,Udupi,PADUBIDRI PS,L&O
AGID2448,PSI Panambur PS,PSI,,9480805355,,Mangaluru City,PANAMBUR PS,L&O
AGID2449,PSI Panchanahalli PS,PSI,panchanahallickm@ksp.gov.in,9480805170,08267-259533,Chikkamagaluru,PANCHANAHALLI PS,L&O
AGID2450,PSI Pandavapura PS,PSI,ppuramdy@ksp.gov.in,9480804874,8236255132,Mandya,Pandavapura PS,L&O
AGID2451,PSI Parasurampura PS,PSI,parashurampuracta@ksp.gov.in,9480803159,08195-254533,Chitradurga,PARASURAMPURA PS,L&O
AGID2452,PSI Pathapalya PS,PSI,ppalyacbpura@ksp.gov.in,9480802552,08150-285133,Chikkaballapura,PATHAPALYA PS,L&O
AGID2453,PSI Pension Mohalla PS,PSI,,9480804741,817227226,Hassan,PENSION MOHALLA PS,L&O
AGID2454,PSI Peresandra PS,PSI,psandracbpura@ksp.gov.in,9480802568,200040,Chikkaballapura,PERESANDRA PS,L&O
AGID2455,PSI Ponnampet PS,PSI,ponnampetmer@ksp.gov.in,9480804959,8274249044,Kodagu,PONNAMPET PS,L&O
AGID2456,PSI Punjalakatte PS,PSI,punjalakattemaq@ksp.gov.in,8277986416,08256-279375,Dakshina Kannada,PUNJALAKATTE PS,L&O
AGID2457,PSI Puttur (R) PS,PSI,putturruralmaq@ksp.gov.in,8277986539,08251-232102,Dakshina Kannada,PUTTUR (R) PS,L&O
AGID2458,PSI Puttur Town PS,PSI,putturtownmaq@ksp.gov.in,8277986460,08251-230555,Dakshina Kannada,PUTTUR TOWN PS,L&O
AGID0661,PSI Puttur Traffic PS,PSI,putturtrafficmaq@ksp.gov.in,8277986612,08251-238500,Dakshina Kannada,PUTTUR TRAFFIC PS,Traffic
AGID2469,PSI RMC Yard PS,PSI,rmcyarddvg@ksp.gov.in,9480803248,08192-272008,Davanagere,RMC YARD PS,L&O
AGID2459,PSI Raichur Rural PS,PSI,ruralrcr@ksp.gov.in,9480803850,08532-235308,Raichur,RAICHUR RURAL PS,L&O
AGID0663,PSI Raichur Traffic PS,PSI,trafficrcr@ksp.gov.in,9480803848,08532-226124,Raichur,RAICHUR TRAFFIC PS,Traffic
AGID0662,PSI Raichur Traffic PS,PSI,netajinagarrrcr@ksp.gov.in,9480803846,08532-226124,Raichur,RAICHUR TRAFFIC PS,Traffic
AGID2461,PSI Ramanagara (R) PS,PSI,rnagarruralrmn@ksp.gov.in,9480802848,27271321,Ramanagara,RAMANAGARA (R) PS,L&O
AGID2462,PSI Ramanagara (T) PS,PSI,rnagartownrmn@ksp.gov.in,9480802845,27271422,Ramanagara,RAMANAGARA (T) PS,L&O
AGID0664,PSI Ramanagara Traffic PS,PSI,tfermn@ksp.gov.in,9480802846,27273904,Ramanagara,RAMANAGARA TRAFFIC PS,Traffic
AGID2463,PSI Ramnagar PS,PSI,ramnagarukwr@ksp.gov.in,9480805261,08383-248133,Uttara Kannada,RAMNAGAR PS,L&O
AGID2464,PSI Rampura PS,PSI,rampuracta@ksp.gov.in,9480803162,08198-267308,Chitradurga,RAMPURA PS,L&O
AGID2465,PSI Ranebennur (R) PS,PSI,,8277984332,08373-266433,Haveri,RANEBENNUR (R) PS,L&O
AGID2466,PSI Ratkal PS,PSI,ratkalgha@ksp.gov.in,9480803592,08475-292833,Kalaburagi,RATKAL PS,L&O
AGID2467,PSI Rayapad PS,PSI,ralaypadklr@ksp.gov.in,9480802655,08157-240006,Kolar,RAYAPAD PS,L&O
AGID2468,PSI Revor PS,PSI,revourgba@ksp.gov.in,9480803569,08470-269436,Kalaburagi,REVOR PS,L&O
AGID2470,PSI Robertsonpet PS,PSI,robpetkgf@ksp.gov.in,9480802749,260224,KGF,ROBERTSONPET PS,L&O
AGID2471,PSI Ron PS,PSI,rongdg@ksp.gov.in,9480804457,08381-267233,Gadag,RON PS,L&O
AGID2472,PSI Rural Ballari PS,PSI,bellaryruralblr@ksp.gov.in,9480803087,08392-276461,Ballari,RURAL BALLARI PS,L&O
AGID2473,PSI Sadalga PS,PSI,sadalgabgm@ksp.gov.in,9480804057,08338-251633,Belagavi,SADALGA PS,L&O
AGID2474,PSI Sagara Rural PS,PSI,,9480803385,08183-226194,Shivamogga,SAGARA RURAL PS,L&O
AGID2475,PSI Sagara Town PS,PSI,,9480803384,08183-226067,Shivamogga,SAGARA TOWN PS,L&O
AGID2476,PSI Sakaleshapura (T) PS,PSI,,9480804781,81732441,Hassan,Sakaleshapura Town PS,L&O
AGID2477,PSI Sakarayapatna PS,PSI,sakarayapatnackm@ksp.gov.in,9480805168,08267-244044,Chikkamagaluru,SAKARAYAPATNA PS,L&O
AGID2478,PSI Sandur PS,PSI,sandurblr@ksp.gov.in,9480803061,08395-260249,Ballari,SANDUR PS,L&O
AGID2479,PSI Sankeshwar PS,PSI,,9480804072,08333-273303,Belagavi,SANKESHWAR PS,L&O
AGID2480,PSI Santhapur PS,PSI,santhapurbdr@ksp.gov.in,9480803469,08485-287633,Bidar,SANTHAPUR PS,L&O
AGID2481,PSI Santhebennuru PS,PSI,santhebennurdvg@ksp.gov.in,9480803262,08180-272463,Davanagere,SANTHEBENNURU PS,L&O
AGID2482,PSI Santhemaralli PS,PSI,smhallichn@ksp.gov.in,9480804650,822624025,Chamarajanagara,SANTHEMARALLI PS,L&O
AGID2483,PSI Sargur PS,PSI,sargurmys@ksp.gov.in,9480805064,8228265542,Mysuru,SARGUR PS,L&O
AGID2484,PSI Sathanur PS,PSI,sathnoormn2@ksp.gov.in,9480802863,27551233,Ramanagara,SATHANUR PS,L&O
AGID2485,PSI Savalagi PS,PSI,,,8353,Bagalkote,SAVALAGI PS,L&O
AGID2486,PSI Sedam PS,PSI,sedamgbagba@ksp.gov.in,9480803593,08441-276166,Kalaburagi,SEDAM PS,L&O
AGID2487,PSI Shahapur PS,PSI,,9480804104,2405244,Belagavi City,SHAHAPUR PS,L&O
AGID2488,PSI Shaktinagar PS,PSI,shaktinagarrrcr@ksp.gov.in,9480803868,08532-246133,Raichur,SHAKTINAGAR PS,L&O
AGID2489,PSI Shankar Narayana PS,PSI,shankaranarayanaudp@ksp.gov.in,9480805456,08259-280299,Udupi,SHANKAR NARAYANA PS,L&O
AGID2490,PSI Shanthigrama PS,PSI,sgramahsn@ksp.gov.in,9480804783,8172258038,Hassan,SHANTHIGRAMA PS,L&O
AGID2491,PSI Shirahatti PS,PSI,shirahattigdg@ksp.gov.in,9480804451,08487-242233,Gadag,SHIRAHATTI PS,L&O
AGID2492,PSI Shiralakoppa PS,PSI,shiralakoppashi@ksp.gov.in,9480803387,08187-234511,Shivamogga,SHIRALAKOPPA PS,L&O
AGID2493,PSI Shirva PS,PSI,shirvaudp@ksp.gov.in,9480805451,0820-2554139,Udupi,SHIRVA PS,L&O
AGID2494,PSI Shivalli PS,PSI,shivallimdy@ksp.gov.in,9480804849,8232277144,Mandya,SHIVALLI PS,L&O
AGID0665,PSI Shivamogga Traffic East PS,PSI,trafficeastshi@ksp.gov.in,9480803335,08182-240666,Shivamogga,SHIVAMOGGA TRAFFIC EAST PS,Traffic
AGID0666,PSI Shivamogga Traffic West PS,PSI,,9480803346,08182-261417,Shivamogga,SHIVAMOGGA TRAFFIC WEST PS,Traffic
AGID2495,PSI Shravanabelagola PS,PSI,shravanabelagolahsngksp.gov.in,9480804771,8176257229,Hassan,SHRAVANABELAGOLA PS,L&O
AGID2496,PSI Siddapur PS,PSI,siddapurukwr@ksp.gov.in,9480805271,08389-230283,Uttara Kannada,SIDDAPUR PS,L&O
AGID2497,PSI Siddapura PS,PSI,siddapuramer@ksp.gov.in,9480804950,8274258333,Kodagu,SIDDAPURA PS,L&O
AGID2498,PSI Sidlaghatta (R) PS,PSI,sgattaruralcbpura@ksp.gov.in,9480802558,08158-256270,Chikkaballapura,SIDLAGHATTA (R) PS,L&O
AGID2499,PSI Sidlaghatta (T) PS,PSI,sgattatowncbpura@ksp.gov.in,9480802557,08158-256280,Chikkaballapura,SIDLAGHATTA (T) PS,L&O
AGID2500,PSI Sindagi PS,PSI,sindagibjp@ksp.gov.in,9480804257,08488-221333,Vijayapura,SINDAGI PS,L&O
AGID2502,PSI Sindhanoor (T) PS,PSI,sindhanoortownrcr@ksp.gov.in,9480803871,08535-220333,Raichur,SINDHANOOR (T) PS,L&O
AGID2501,PSI Sindhanoor (T) PS,PSI,sindhanoortownrcr@ksp.gov.in,9480803861,08535-220333,Raichur,SINDHANOOR (T) PS,L&O
AGID2503,PSI Sindhanoor Rural PS,PSI,sindhanoorruralrcr@ksp.gov.in,9480803862,08535-223733,Raichur,SINDHANOOR RURAL PS,L&O
AGID0667,PSI Sindhanoor Traffic PS,PSI,sindhanoortrafficrcr@ksp.gov.in,9480803816,08535-220050,Raichur,SINDHANOOR TRAFFIC PS,Traffic
AGID2504,PSI Singatagere PS,PSI,singatagereckm@ksp.gov.in,9480805169,08267-235520,Chikkamagaluru,SINGATAGERE PS,L&O
AGID2505,PSI Sirigeri PS,PSI,siregeriblr@ksp.gov.in,9480803056,08396-244426,Ballari,SIRIGERI PS,L&O
AGID2506,PSI Sirsi (R) PS,PSI,sirsiruralukwr@ksp.gov.in,8277988263,08384-236233,Uttara Kannada,SIRSI (R) PS,L&O
AGID2507,PSI Sirsi (T) PS,PSI,sirsitownukwr@ksp.gov.in,9480805264,08384-226333,Uttara Kannada,SIRSI (T) PS,L&O
AGID2508,PSI Sirsi New Market PS,PSI,sirsinewmarketukwr@ksp.gov.in,9480805255,08384-236330,Uttara Kannada,SIRSI NEW MARKET PS,L&O
AGID2509,PSI Sirwar PS,PSI,sirwarrcr@ksp.gov.in,9480803866,08538-220020,Raichur,SIRWAR PS,L&O
AGID2510,PSI Somawarpet PS,PSI,somawarpetmer@ksp.gov.in,,827628204,Kodagu,Somawarpet PS,L&O
AGID0668,PSI South Traffic PS,PSI,trafficdvg@ksp.gov.in,9480803253,08192-259238,Davanagere,SOUTH TRAFFIC PS,Traffic
AGID2511,PSI Srimangala PS,PSI,srimangalamer@ksp.gov.in,9480804960,8274246246,Kodagu,SRIMANGALA PS,L&O
AGID2512,PSI Sringeri PS,PSI,sringerickm@ksp.gov.in,8277990259,08265-250150,Chikkamagaluru,SRINGERI PS,L&O
AGID2513,PSI Subramanya PS,PSI,subramanyamaq@ksp.gov.in,9480805366,08257-281250,Dakshina Kannada,SUBRAMANYA PS,L&O
AGID2514,PSI Sulepeth PS,PSI,sulupethgha@ksp.gov.in,9480803591,08475-295024,Kalaburagi,SULEPETH PS,L&O
AGID2515,PSI Sullia PS,PSI,sulliamaq@ksp.gov.in,9480805365,08257-230337,Dakshina Kannada,SULLIA PS,L&O
AGID2516,PSI Suntikoppa PS,PSI,sunticoppamer@ksp.gov.in,9480804953,8276262333,Kodagu,SUNTIKOPPA PS,L&O
AGID2517,PSI Sureban PS,PSI,surebanbgm@ksp.gov.in,9902748691,08335-200433,Belagavi,SUREBAN PS,L&O
AGID2518,PSI T.B Dam PS,PSI,tbdamvjn@ksp.gov.in,9480805754,08394-259233,Vijayanagara,T.B DAM PS,L&O
AGID2519,PSI T.B.Halli PS,PSI,tbhallivjn@ksp.gov.in,9480805765,,Vijayanagara,T.B.HALLI PS,L&O
AGID2520,PSI T.N. Pura PS,PSI,,9480805052,8227261227,Mysuru,T.N. Pura PS,L&O
AGID2521,PSI Talikot PS,PSI,talokotbjp@ksp.gov.in,9480804265,08356-266333,Vijayapura,TALIKOT PS,L&O
AGID2522,PSI Tarikere PS,PSI,tarikereckm@ksp.gov.in,8277990265,08261-222222,Chikkamagaluru,TARIKERE PS,L&O
AGID2523,PSI Tawaragera PS,PSI,tawargerakpl@ksp.gov.in,9480803758,08536-275322,Koppal,TAWARAGERA PS,L&O
AGID2524,PSI Tekkalakote PS,PSI,tekkalakotablr@ksp.gov.in,9480803055,08396-248013,Ballari,TEKKALAKOTE PS,L&O
AGID2525,PSI Teradal PS,PSI,teradalbgk@ksp.gov.in,9480803958,08353-220133,Bagalkote,TERADAL PS,L&O
AGID2526,PSI Terakanambi PS,PSI,terakanambichn@ksp.gov.in,9480804652,8229232235,Chamarajanagara,TERAKANAMBI PS,L&O
AGID2527,PSI Thalak PS,PSI,thalakcta@ksp.gov.in,9480803160,08195-206634,Chitradurga,THALAK PS,L&O
AGID2528,PSI Thirthahalli PS,PSI,,9480803382,08181-228133,Shivamogga,THIRTHAHALLI PS,L&O
AGID2529,PSI Tikota PS,PSI,tikotabjp@ksp.gov.in,9480804248,08352-231533,Vijayapura,TIKOTA PS,L&O
AGID2530,PSI Torangallu PS,PSI,torangalblr@ksp.gov.in,9480803062,08395-250100,Ballari,TORANGALLU PS,L&O
AGID0669,PSI Traffic West PS,PSI,,9480805351,2220524,Mangaluru City,TRAFFIC WEST PS,Traffic
AGID2531,PSI Tunganagara PS,PSI,,9480803377,08182-261415,Shivamogga,TUNGANAGARA PS,L&O
AGID2532,PSI Turvihala PS,PSI,turvihalrcr@ksp.gov.in,9480803864,08535-258631,Raichur,TURVIHALA PS,L&O
AGID2533,PSI Varuna,PSI,varunamys@ksp.gov.in,9480805052,83522594411,Mysuru,PSI Varuna,L&O
AGID2534,PSI Venoor PS,PSI,venoormaq@ksp.gov.in,9480805372,08256-286232,Dakshina Kannada,VENOOR PS,L&O
AGID2535,PSI Vijayapura (R) PS,PSI,bijapurruralbjp@ksp.gov.in,9480804247,08352-250923,Vijayapura,VIJAYAPURA (R) PS,L&O
AGID2536,PSI Vinobanagara PS,PSI,,9480803373,08182-261424,Shivamogga,VINOBANAGARA PS,L&O
AGID2537,PSI Virajpet (R) PS,PSI,virajpetruralmer@ksp.gov.in,9480804956,8274257462,Kodagu,VIRAJPET (R) PS,L&O
AGID2538,PSI Virajpet (T) PS,PSI,virajpettownmer@ksp.gov.in,9480804955,8274257333,Kodagu,VIRAJPET (T) PS,L&O
AGID2539,PSI Vittla PS,PSI,vittlamaq@ksp.gov.in,8277986310,-,Dakshina Kannada,VITTLA PS,L&O
AGID2540,PSI Wadagera PS,PSI,wadagerydr@ksp.gov.in,9480803577,08473-219003,Yadgiri,WADAGERA PS,L&O
AGID2541,PSI Wadi PS,PSI,wadigba@ksp.gov.in,9480803574,08476-202300,Kalaburagi,WADI PS,L&O
AGID0712,PSI Wireless,PSI,,9480804777,,Hassan,PSI Wireless,Wireless
AGID2542,PSI Women PS,PSI,womenpscta@ksp.gov.in,,08194-224638,Chitradurga,WOMEN PS,L&O
AGID2543,PSI Women PS,PSI,womenpsmaq@ksp.gov.in,8277986373,08251-233500,Dakshina Kannada,WOMEN PS,L&O
AGID2545,PSI Women PS,PSI,womenpsudp@ksp.gov.in,8277988949,0820-2525599,Udupi,WOMEN PS,L&O
AGID2546,PSI Women PS,PSI,womenydr@ksp.gov.in,9480803639,08473-253255,Yadgiri,WOMEN PS,L&O
AGID2544,PSI Women PS,PSI,,9364098542,2290832,Tumkur,WOMEN PS,L&O
AGID2547,PSI Yadgiri (R) PS,PSI,yadgirydr@ksp.gov.in,9480803576,08473-252303,Yadgiri,YADGIRI (R) PS,L&O
AGID2548,PSI Yadgiri (T) PS,PSI,yadgirydr@ksp.gov.in,9480803575,08473-252100,Yadgiri,YADGIRI (T) PS,L&O
AGID0670,PSI Yadgiri Traffic PS,PSI,trafficydr@ksp.gov.in,9480803638,08473-250001,Yadgiri,YADGIRI TRAFFIC PS,Traffic
AGID2549,PSI Yagati PS,PSI,yagatickm@ksp.gov.in,9480805166,08267-240033,Chikkamagaluru,YAGATI PS,L&O
AGID2550,PSI Yamakanamardi PS,PSI,,8277967405,08333-276333,Belagavi,YAMAKANAMARDI PS,L&O
AGID2551,PSI Yapaldinni PS,PSI,yapalainnircr@ksp.gov.in,9480803851,08532-280111,Raichur,YAPALDINNI PS,L&O
AGID2552,PSI Yedrami PS,PSI,yedramigba@ksp.gov.in,9480803561,,Kalaburagi,YEDRAMI PS,L&O
AGID2553,PSI Yelanduru PS,PSI,yelandurchn@ksp.gov.in,9480804649,8226240028,Chamarajanagara,YELANDURU PS,L&O
AGID2554,PSI Yelawala,PSI,yelawalamys@ksp.gov.in,9480805046,83522402222,Mysuru,PSI Yelawala,L&O
AGID2555,PSI Yelburga PS,PSI,yelburgakpl@ksp.gov.in,9480803749,08539-220133,Koppal,YELBURGA PS,L&O
AGID2556,PSI Yellapur PS,PSI,yellapurukwr@ksp.gov.in,9480805273,08419-261133,Uttara Kannada,YELLAPUR PS,L&O
AGID2557,PSI Yeragera PS,PSI,yeragerarcr@ksp.gov.in,9480803852,,Raichur,YERAGERA PS,L&O
AGID2558,PSI Yesalur PS,PSI,yeslurhsn@ksp.gov.in,9480804762,8173278212,Hassan,YESALUR PS,L&O
AGID2559,PSI Zalaki PS,PSI,zalakibjp@ksp.gov.in,9480804256,08422-282233,Vijayapura,ZALAKI PS,L&O
AGID1027,PSI-1 Adur PS,PSI-1,adurhvr@ksp.gov.in,9480804562,08379-265233,Haveri,ADUR PS,L&O
AGID1028,PSI-1 Agumbe PS,PSI-1,,9480803353,08282-235142,Shivamogga,AGUMBE PS,L&O
AGID1029,PSI-1 Ajekar PS,PSI-1,ajekarudp@ksp.gov.in,9480805470,08253-271100,Udupi,AJEKAR PS,L&O
AGID1030,PSI-1 Alur PS,PSI-1,,9480804752,8170218231,Hassan,Alur PS,L&O
AGID1031,PSI-1 Amruthur PS,PSI-1,amrutgurtr@ksp.gov.in,9480802963,08132-225229,Tumkur,AMRUTHUR PS,L&O
AGID1032,PSI-1 Andersonpet PS,PSI-1,andersonpetklr@ksp.gov.in,9480802640,222022,Kolar,ANDERSONPET PS,L&O
AGID1033,PSI-1 Arasikere (T) PS,PSI-1,,9480804753,8174232233,Hassan,Arasikere Town PS,L&O
AGID1034,PSI-1 Arasikere PS,PSI-1,arasikeretkr@ksp.gov.in,9480802978,08136-248433,Tumkur,ARASIKERE PS,L&O
AGID1035,PSI-1 B.D. Halli,PSI-1,,9364098529,08137-284901,Tumkur,PSI-1 B.D. Halli,L&O
AGID1039,PSI-1 BCPS Nippani PS,PSI-1,,9480804059,08338-220513,Belagavi,BCPS NIPPANI PS,L&O
AGID1036,PSI-1 Bailhongala PS,PSI-1,,9480804074,08288-233133,Belagavi,BAILHONGALA PS,L&O
AGID1037,PSI-1 Bankapur PS,PSI-1,bankapurhvr@ksp.gov.in,9480804508,08378-254233,Haveri,BANKAPUR PS,L&O
AGID1038,PSI-1 Barke PS,PSI-1,,9480802340,2220522,Mangaluru City,BARKE PS,L&O
AGID1040,PSI-1 Bellavi PS,PSI-1,bellavitkr@ksp.gov.in,9480802950,2240046,Tumkur,BELLAVI PS,L&O
AGID1041,PSI-1 Byadagi PS,PSI-1,byadagihvr@ksp.gov.in,9480804548,08375-228333,Haveri,BYADAGI PS,L&O
AGID1042,PSI-1 C.N. Halli PS,PSI-1,cnhallitkr@ksp.gov.in,9480802971,08133-267234,Tumkur,C.N. HALLI PS,L&O
AGID1043,PSI-1 C.S Pura PS,PSI-1,cspuratkr@ksp.gov.in,9480802960,08131-246522,Tumkur,C.S PURA PS,L&O
AGID0139,PSI-1 CEN PS,PSI-1,,8277984158,,Haveri,CEN PS,CEN
AGID1044,PSI-1 Camp PS,PSI-1,,9480804103,2405238,Belagavi City,CAMP PS,L&O
AGID1045,PSI-1 Challakere PS,PSI-1,,9480803157,08195-250239,Chitradurga,CHALLAKERE PS,L&O
AGID1046,PSI-1 Chelur PS,PSI-1,chelurtkr@ksp.gov.in,9480802961,08131-242222,Tumkur,CHELUR PS,L&O
